Frequency Types,Q,Likelihood,Posterior,KL Divergence
0.0,0.4,0.25,0.36276849642004777,0.1635350245380421
1.0,0.32,0.28125,0.4081145584725537,
2.0,0.19,0.15789473684210525,0.22911694510739858,
3.0,0.07,0.0,0.0,
4.0,0.01,0.0,0.0,
5.0,0.01,0.0,0.0,
