Frequency Types,Q,Likelihood,Posterior,KL Divergence
0.0,0.44,0.25,0.20081281377002153,0.04944040482509056
1.0,0.32,0.21875,0.17571121204876883,
2.0,0.15,0.13333333333333333,0.10710016734401147,
3.0,0.07,0.14285714285714285,0.11475017929715516,
4.0,0.02,0.5,0.40162562754004305,
