Frequency Types,Q,Likelihood,Posterior,KL Divergence
0.0,0.33,0.2727272727272727,0.4622093023255814,0.09146324722892367
1.0,0.53,0.22641509433962265,0.38372093023255816,
2.0,0.11,0.09090909090909091,0.15406976744186046,
3.0,0.02,0.0,0.0,
4.0,0.01,0.0,0.0,
