Frequency Types,Q,Likelihood,Posterior,KL Divergence
0.0,0.38,0.23684210526315788,0.4115594329334787,0.14301625394098072
1.0,0.37,0.16216216216216217,0.28178844056706653,
2.0,0.17,0.17647058823529413,0.3066521264994547,
3.0,0.06,0.0,0.0,
4.0,0.02,0.0,0.0,
