Frequency Types,Q,Likelihood,Posterior,KL Divergence
0.0,0.48,0.20833333333333334,0.39030955585464333,0.12654743460175258
1.0,0.29,0.13793103448275862,0.2584118438761777,
2.0,0.16,0.1875,0.351278600269179,
3.0,0.05,0.0,0.0,
4.0,0.02,0.0,0.0,
