Frequency Types,Q,Likelihood,Posterior,KL Divergence
0.0,0.37,0.2702702702702703,0.16657856848732994,0.2073338270868234
1.0,0.31,0.0967741935483871,0.05964587452288265,
2.0,0.23,0.13043478260869565,0.08039226566127661,
3.0,0.08,0.125,0.0770425879253901,
4.0,0.01,1.0,0.6163407034031207,
