Frequency Types,Q,Likelihood,Posterior,KL Divergence
0.0,0.37,0.21621621621621623,0.12024229274025855,0.10916868633555418
1.0,0.35,0.17142857142857143,0.09533496067263357,
2.0,0.19,0.21052631578947367,0.11707802187867279,
3.0,0.05,0.2,0.11122412078473916,
4.0,0.03,0.0,0.0,
5.0,0.01,1.0,0.5561206039236958,
