Frequency Types,Q,Likelihood,Posterior,KL Divergence
0.0,0.39,0.10256410256410256,0.27180899908172634,0.11766913112576731
1.0,0.37,0.10810810810810811,0.2865013774104683,
2.0,0.18,0.16666666666666666,0.4416896235078053,
3.0,0.06,0.0,0.0,
