Frequency Types,Q,Likelihood,Posterior,KL Divergence
0.0,0.39,0.2564102564102564,0.2556856894907085,0.10375057761885288
1.0,0.31,0.12903225806451613,0.12866763729209849,
2.0,0.23,0.21739130434782608,0.21677699761168767,
3.0,0.05,0.4,0.3988696756055053,
4.0,0.02,0.0,0.0,
