Frequency Types,Q,Likelihood,Posterior,KL Divergence
0.0,0.37,0.21621621621621623,0.23244242664782247,0.3260988771870071
1.0,0.29,0.4482758620689655,0.48191727248966637,
2.0,0.23,0.043478260869565216,0.04674114014113821,
3.0,0.09,0.2222222222222222,0.23889916072137307,
4.0,0.02,0.0,0.0,
